epoch,train_loss
0,203.6865671641791
1,196.11753731343285
2,178.91915422885572
3,179.1884328358209
4,182.6766169154229
5,192.67723880597015
6,181.36691542288557
7,188.55597014925374
8,194.3370646766169
9,198.20398009950247
