epoch,train_loss
0,29.635594457683
1,194.96022154553103
2,463.62327117258957
3,883.5869580259417
4,1392.7042731861077
5,1793.7639879283338
6,2002.0993368318766
7,2526.642748539991
8,3735.5234507947866
9,5183.714481164913
10,6113.228092609065
11,7119.163811107674
12,8189.76503761216
13,9319.416421720298
14,10470.491733060026
15,10517.44274056312
16,10784.594678217822
17,11959.76040860922
18,13234.709709545174
19,14576.715433555075
