epoch,train_loss
0,8.561972128378379
1,6.843855574324325
2,6.973184121621622
3,6.401815878378378
4,6.299197635135135
5,6.207875844594595
6,6.493771114864865
7,6.208403716216216
8,6.1456925675675675
9,6.076541385135135
