epoch,train_loss
0,208.11458333333334
1,208.02533783783784
2,209.3795045045045
3,215.35304054054055
4,222.80743243243242
5,231.05686936936937
6,233.6019144144144
7,248.03603603603602
8,244.09121621621622
9,244.893018018018
