epoch,train_loss
0,223.11739864864865
1,231.35585585585585
2,247.03716216216216
3,249.080518018018
4,249.0810810810811
5,254.875
6,232.5230855855856
7,242.65709459459458
8,263.20777027027026
9,269.7128378378378
