epoch,train_loss
0,243.35292288557213
1,275.37935323383084
2,260.3805970149254
3,251.24502487562188
4,250.38619402985074
5,282.28296019900495
6,274.0771144278607
7,288.818407960199
8,277.66853233830847
9,277.8824626865672
