epoch,train_loss
0,10.91086007882883
1,19.6938696509009
2,28.3618384009009
3,34.180320945945944
4,45.16793355855856
5,57.273226351351354
6,65.27322635135135
7,73.15484234234235
8,76.26984797297297
9,95.01463963963964
