epoch,train_loss
0,14.355064048423424
1,48.1554054054054
2,61.390343468468465
3,70.2129786036036
4,72.25971283783784
5,78.39484797297297
6,83.51492117117117
7,86.61261261261261
8,89.47818130630631
9,94.82263513513513
