epoch,train_reward
0,0.5117073709988476
1,0.359749241254816
2,0.3676424489092471
3,0.3655474644098709
4,0.3727052090179861
5,0.3727078078991145
6,0.37293696373849367
7,0.3753486327567504
8,0.37306145144932307
9,0.37159940481778997
