epoch,train_reward
0,0.6924907081197984
1,0.6685974732188895
2,0.7247981210746387
3,0.7296590276873938
4,0.7285958162628778
5,0.7270554785091098
6,0.7527377404788933
7,0.746518885735238
8,0.7498477183946288
9,0.7669760596634138
10,0.7611294728104431
11,0.7429264822218677
12,0.7641889913247364
13,0.7327861679662572
14,0.7534047409449474
15,0.7566637541397964
16,0.7634618600996415
17,0.7607680128352476
18,0.7659051202901519
19,0.7025066689394488
