epoch,train_loss
0,14.648543074324325
1,5.045608108108108
2,5.0016891891891895
3,4.423141891891892
4,4.276288006756757
5,4.158889358108108
6,4.340899493243243
7,4.11011402027027
8,4.050570101351352
9,3.991237331081081
