epoch,train_loss
0,203.66759950248758
1,195.34266169154228
2,188.09639303482587
3,193.81094527363183
4,194.0037313432836
5,188.43034825870646
6,178.27860696517413
7,188.0497512437811
8,189.64116915422886
9,191.57649253731344
