epoch,train_acc
0,0.06341274754872711
1,0.19475170165890515
2,0.2351975041155768
3,0.2568675213225997
4,0.2728083740809176
5,0.284956425133318
6,0.29513588046083356
7,0.30239402893746253
8,0.3090862209844117
9,0.314650371080578
10,0.31920121698686393
11,0.3247254024637808
12,0.32818043512282985
13,0.3306917797515888
14,0.3339212036663943
15,0.3360947811662561
16,0.34162799055033394
17,0.34133276520389144
18,0.34598803667738887
19,0.3468144088983536
