epoch,train_acc
0,0.048305539907094075
1,0.11481922664449888
2,0.15598958343133798
3,0.18774289961887583
4,0.21596132292341225
5,0.23120679208516007
6,0.2403996166493326
7,0.250136630952091
8,0.26033492179194906
9,0.2670660494688915
10,0.2741988985527791
11,0.2789763185475439
12,0.284331791737689
13,0.2892797082796225
14,0.2932595281857546
15,0.29800191454823244
