epoch,train_reward
0,0.796822232783108
1,0.6770328789815775
2,0.6717042622945768
3,0.7858238438553607
4,0.7770154190170391
5,0.7284494915083385
6,0.8059197985003347
7,0.7701902265238655
8,0.7426337933861087
9,0.6749364164378077
10,0.5759899574812217
11,0.5334709524573766
12,0.5606674637495135
13,0.5326139647597155
14,0.5496680350314341
15,0.6571319754080922
16,0.6624223357358856
17,0.6600016700312695
18,0.6578827829104368
19,0.677502759769893
