epoch,train_acc
0,0.15114594321988317
1,0.19194745577460687
2,0.19909024478959128
3,0.19976853623977964
4,0.1948506884096344
5,0.19703143607601303
6,0.19687003114551732
7,0.19533713153015925
8,0.19118097605715603
9,0.1941888017146946
