epoch,train_acc
0,0.22094894330865064
1,0.22287812982706745
2,0.22292484055720102
3,0.22326933823091566
4,0.22369091025649698
5,0.22485285863748045
6,0.224527046084404
7,0.2249556233262802
8,0.22480030812222862
9,0.22613275405270103
10,0.22549397408160393
11,0.2271300446693138
12,0.22618997524672024
13,0.2261537741117948
14,0.2268451048654291
15,0.22676686274363855
16,0.22798720089042132
17,0.22751307935190843
18,0.22798486608560845
19,0.227713938718954
