epoch,train_loss
0,20.65280123873874
1,59.08994932432432
2,77.87570382882883
3,88.29546734234235
4,90.5526463963964
5,97.59572072072072
6,101.30574324324324
7,109.99155405405405
8,116.58192567567568
9,118.53434684684684
